"","psa","dead","dependent","independent"
"1",1,0.247856586126267,0.179225420053673,0.57291799382006
"2",2,0.24551831644583,0.193300531785044,0.561181151769126
"3",3,0.259547934528449,0.182239306872351,0.5582127585992
"4",4,0.255650818394388,0.192628272630131,0.551720908975481
"5",5,0.238503507404521,0.205805083195632,0.555691409399847
"6",6,0.23460639127046,0.205127629168839,0.560265979560701
"7",7,0.254871395167576,0.204854482169255,0.540274122663169
"8",8,0.254871395167576,0.218958995019508,0.526169609812916
"9",9,0.235385814497272,0.183685424385579,0.580928761117149
"10",10,0.262665627435698,0.183086586396187,0.554247786168115
"11",11,0.226032735775526,0.17692375537433,0.597043508850144
"12",12,0.261106780982073,0.158495643644416,0.580397575373511
"13",13,0.23460639127046,0.181169020446288,0.584224588283252
"14",14,0.270459859703819,0.161393961928372,0.568146178367809
"15",15,0.231488698363211,0.210956644516626,0.557554657120163
"16",16,0.255650818394388,0.183674228392606,0.560674953213005
"17",17,0.221356196414653,0.207022029018761,0.571621774566586
"18",18,0.25253312548714,0.191702867378771,0.55576400713409
"19",19,0.257209664848012,0.185776155975809,0.557014179176179
"20",20,0.250974279033515,0.19559448982029,0.553431231146195
"21",21,0.248636009353079,0.220765502804719,0.530598487842202
"22",22,0.240062353858145,0.200406396737883,0.559531249403972
"23",23,0.236944660950896,0.202514192466472,0.560541146582632
"24",24,0.229929851909587,0.197321426259041,0.572748721831372
"25",25,0.270459859703819,0.194290808816935,0.535249331479245
"26",26,0.2564302416212,0.199442659569786,0.544127098809014
"27",27,0.246297739672642,0.179604038970524,0.574098221356834
"28",28,0.251753702260327,0.199525324709852,0.548720973029821
"29",29,0.267342166796571,0.20014428826714,0.532513544936289
"30",30,0.24551831644583,0.193958029901344,0.560523653652826
"31",31,0.233047544816836,0.181991452890577,0.584961002292588
"32",32,0.235385814497272,0.182996840654716,0.581617344848012
"33",33,0.254871395167576,0.166036062358612,0.579092542473812
"34",34,0.249415432579891,0.212443006639936,0.538141560780173
"35",35,0.231488698363211,0.191694342057692,0.576816959579097
"36",36,0.235385814497272,0.19636931567587,0.568244869826858
"37",37,0.249415432579891,0.181307178282231,0.569277389137878
"38",38,0.251753702260327,0.217066992078738,0.531179305660934
"39",39,0.267342166796571,0.172467018446084,0.560190814757345
"40",40,0.246297739672642,0.227428129896545,0.526274130430813
"41",41,0.248636009353079,0.162125781060421,0.5892382095865
"42",42,0.268901013250195,0.176567046577025,0.55453194017278
"43",43,0.217459080280592,0.187390927370827,0.59514999234858
"44",44,0.264224473889322,0.186579093557931,0.549196432552747
"45",45,0.235385814497272,0.196357542310401,0.568256643192327
"46",46,0.261886204208885,0.190440029717282,0.547673766073833
"47",47,0.240062353858145,0.185078980545811,0.574858665596045
"48",48,0.255650818394388,0.217913323946589,0.526435857659022
"49",49,0.270459859703819,0.186851770995346,0.542688369300835
"50",50,0.265783320342946,0.196908878724303,0.537307800932751
"51",51,0.24551831644583,0.214895401318228,0.539586282235941
"52",52,0.22369446609509,0.22647980258125,0.549825731323661
"53",53,0.26344505066251,0.215374622345369,0.521180326992122
"54",54,0.229150428682775,0.219170793672091,0.551678777645134
"55",55,0.272798129384256,0.179188989197062,0.548012881418682
"56",56,0.243959469992206,0.202924914571079,0.553115615436715
"57",57,0.259547934528449,0.19812204620701,0.542330019264541
"58",58,0.240062353858145,0.171120666927644,0.588816979214211
"59",59,0.242400623538581,0.198662229794203,0.558937146667216
"60",60,0.249415432579891,0.201510564684238,0.549074002735871
"61",61,0.262665627435698,0.176824697022351,0.560509675541951
"62",62,0.250194855806703,0.201226329213751,0.548578814979546
"63",63,0.242400623538581,0.208788452880727,0.548810923580692
"64",64,0.259547934528449,0.185149496900856,0.555302568570695
"65",65,0.243959469992206,0.194678839415547,0.561361690592247
"66",66,0.246297739672642,0.186970998512531,0.566731261814826
"67",67,0.258768511301637,0.183273196826041,0.557958291872322
"68",68,0.247077162899454,0.211474483905074,0.541448353195472
"69",69,0.239282930631333,0.209321363202005,0.551395706166662
"70",70,0.243180046765394,0.1900773111156,0.566742642119007
"71",71,0.251753702260327,0.207082841906783,0.54116345583289
"72",72,0.243180046765394,0.187261804107903,0.569558149126704
"73",73,0.253312548713952,0.188021240945528,0.558666210340521
"74",74,0.247077162899454,0.151067170803131,0.601855666297415
"75",75,0.253312548713952,0.225599317800184,0.521088133485864
"76",76,0.247077162899454,0.180203967989923,0.572718869110623
"77",77,0.240841777084957,0.203596054220638,0.555562168694405
"78",78,0.255650818394388,0.186673500249446,0.557675681356166
"79",79,0.240841777084957,0.157165724963638,0.601992497951405
"80",80,0.257989088074825,0.170390109687107,0.571620802238068
"81",81,0.240841777084957,0.206563810894277,0.552594412020766
"82",82,0.247077162899454,0.211417062598082,0.541505774502464
"83",83,0.24551831644583,0.188620677497078,0.565861006057092
"84",84,0.259547934528449,0.219030946150252,0.521421119321299
"85",85,0.254871395167576,0.203368894300549,0.541759710531875
"86",86,0.248636009353079,0.175313394983002,0.576050595663919
"87",87,0.264224473889322,0.204315291439835,0.531460234670844
"88",88,0.225253312548714,0.180902799951166,0.59384388750012
"89",89,0.243180046765394,0.198843936379098,0.557976016855508
"90",90,0.236165237724084,0.208035872103517,0.555798890172399
"91",91,0.235385814497272,0.191267131337278,0.57334705416545
"92",92,0.250974279033515,0.209250383064145,0.53977533790234
"93",93,0.246297739672642,0.182592393052547,0.571109867274811
"94",94,0.251753702260327,0.211053832166272,0.537192465573401
"95",95,0.231488698363211,0.179062314383246,0.589448987253543
"96",96,0.240062353858145,0.215444374590645,0.54449327155121
"97",97,0.250974279033515,0.203013381071174,0.546012339895311
"98",98,0.275915822291504,0.179174897269919,0.544909280438577
"99",99,0.265003897116134,0.212259776559759,0.522736326324107
"100",100,0.232268121590023,0.180925010029136,0.586806868380841
"101",101,0.241621200311769,0.222365720767932,0.536013078920299
"102",102,0.247856586126267,0.185437700333154,0.566705713540579
"103",103,0.241621200311769,0.225357839258514,0.533020960429717
"104",104,0.250194855806703,0.171116963658567,0.57868818053473
"105",105,0.236165237724084,0.230893767522916,0.532940994753
"106",106,0.240062353858145,0.17713968377894,0.582797962362915
"107",107,0.248636009353079,0.178986906711315,0.572377083935606
"108",108,0.251753702260327,0.193247848035377,0.554998449704296
"109",109,0.275136399064692,0.209981729991755,0.514881870943553
"110",110,0.240062353858145,0.203095875169211,0.556841770972644
"111",111,0.253312548713952,0.19860858043734,0.548078870848708
"112",112,0.240062353858145,0.204910069891522,0.555027576250333
"113",113,0.247077162899454,0.184887467574739,0.568035369525807
"114",114,0.232268121590023,0.200188201776776,0.567543676633201
"115",115,0.258768511301637,0.193207785852678,0.548023702845685
"116",116,0.239282930631333,0.201120764186963,0.559596305181704
"117",117,0.239282930631333,0.189814099084594,0.570902970284073
"118",118,0.269680436477007,0.181795297291105,0.548524266231888
"119",119,0.232268121590023,0.189424169593226,0.578307708816751
"120",120,0.270459859703819,0.165753688947586,0.563786451348594
"121",121,0.276695245518316,0.204637659784121,0.518667094697562
"122",122,0.231488698363211,0.206055678137249,0.56245562349954
"123",123,0.250194855806703,0.181118492908017,0.56868665128528
"124",124,0.25253312548714,0.18238348939594,0.56508338511692
"125",125,0.243959469992206,0.220684480345832,0.535356049661962
"126",126,0.226032735775526,0.182253224604947,0.591714039619527
